sentiment,review,synonym_replacement,random_insertion,random_swap,random_deletion,paraphrase
pos,i + a2174 : c2187mran khan agrr wazereazam banana hai too logo k dil me jaga banoo,i + a2174 : c2187mran khan agrr wazereazam banana tree hai as well logo k dil me jaga banoo,i + a2174 unity : c2187mran khan logotype agrr wazereazam banana hai too logo k dil me jaga banoo,i + a2174 : c2187mran k agrr wazereazam banana hai too logo jaga dil me khan banoo,i + a2174 : c2187mran khan agrr banana hai too logo k dil me jaga banoo,Paraphrase: kisi kam ka nahe hai Original: i + a2174 : c2187mran khan agrr wazereazam banana hai too logo k dil me jaga banoo Paraphrase: kisi kam ka nahe hai Original: i + a2174 : c2187mran khan agrr wazereazam banana hai too logo k dil me
pos,"jazakallah khair ,, bilkul saheeh farmaya bhai aap ne ,, allah paak sub ko samajh den ,, aameen","jazakallah khair , , bilkul saheeh farmaya bhai aap ne , , allah paak zep knockout samajh den , , aameen","jazakallah khair , , bilkul saheeh italian sandwich farmaya bhai aap ne , , allah paak sub ko samajh den , , aameen substitute","jazakallah khair paak , bilkul saheeh aap bhai farmaya ne , , allah , sub ko samajh den , , aameen","jazakallah khair , , bilkul saheeh farmaya bhai aap ne , , allah paak sub ko samajh den ,","Paraphrase the following text in Roman Urdu: Original: jo cpec pr shor dal rahay hain pak cat valium dushman hain Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: jazakallah khair,, bilkul saheeh farmaya bhai aap ne,, allah paak sub k"
neg,"hamy parai py zor dayna chaheye , chotio py nai . ","hamy parai py zor dayna chaheye , chotio py nai .","hamy parai py zor dayna chaheye , chotio py nai .","chotio parai . zor dayna chaheye , hamy py nai py","py zor dayna chaheye , chotio py nai .",Paraphrase the following text in Roman Urdu: Original: jo cpec pr shor dal rahay hain pak k dushman hain Paraphrase: jo cpec praseodymium shor dal rahay hain pak cat valium dushman hain Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: zor dayna
neg,thandi jugtain marna chor do khaaa sb ... leadr bno stage actr na bno,thandi jugtain marna chor answer khaaa sb ... leadr bno stage actr sodium bno,thandi jugtain marna chor do atomic number 51 khaaa atomic number 11 sb ... leadr bno stage actr na bno,thandi jugtain khaaa marna do chor sb ... leadr bno stage actr na bno,thandi jugtain chor do khaaa sb ... leadr stage actr na bno,ah Paraphrase: kisi kam ka nahe hai Original: thandi jugtain marna chor do khaaa sb... leadr bno stage actr na bno Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: thandi jugtain marna chor do khaaa sb... leadr
pos,originally posted by eyeeyepti shoar jitan marzi kar lo sharifoon k property on k apnay pesay se bani ha logon k zakat xeraat skim nahein k,originally posted by eyeeyepti shoar jitan marzi kar lo sharifoon k prop on k apnay pesay atomic number 34 bani ha logon k zakat xeraat skim nahein k,originally posted by eyeeyepti shoar jitan southeastward marzi kar lo sharifoon k property on k apnay pesay se bani ha logon k zakat xeraat hour angle skim nahein k,originally posted k eyeeyepti shoar jitan marzi kar lo sharifoon k property on by apnay pesay se bani ha logon k skim xeraat zakat nahein k,originally posted by eyeeyepti shoar jitan marzi kar lo sharifoon property on k apnay pesay se bani logon k zakat xeraat nahein k,the kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: originally posted by eyeeyepti shoar jitan marzi kar lo sharifoon k property on k apnay pesay se bani ha logon k zakat xeraat skim nahein k Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original
neg,acha hou is ne hamari jaan chori . itne maasomon ka qatl kar ke gaya hai . is ko to sare aam phansi deni chaiye . ,acha hou is northeastward hamari jaan chori . itne maasomon ka qatl kar ke gaya hai . is knockout to sare aam phansi deni chaiye .,acha hou is ne hamari jaan chori . itne maasomon knockout ka qatl kar ke gaya hai . is ko to sare aam kayo phansi deni chaiye .,acha hou is ka hamari jaan chori . itne maasomon ko qatl kar ke gaya hai . is ne to sare aam phansi deni chaiye .,acha hou is ne hamari jaan chori . itne maasomon ka qatl kar ke gaya . is ko to sare phansi deni chaiye .,Paraphrase the following text in Roman Urdu: Original: jo cpec pr shor dal rahay hain pak k dushman hain Paraphrase the following text in Roman Urdu: Original: jo cpec pr shor dal rahay hain pak cat valium dushman hain Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: acha
pos,ho rahi laptop par pdf file sath main hi khulii haaa,atomic number 67 rahi laptop computer par pdf file sath main hi khulii haaa,ho rahi laptop par pdf file sath equation holmium main hi khulii haaa,ho rahi laptop pdf main file sath par hi khulii haaa,ho rahi laptop par pdf file main hi khulii haaa,Paraphrase: kisi kam ka nahe hai Original: ho rahi laptop par pdf file sath main hi khulii haaa Paraphrase: kisi kam ka nahe hai Original: ho rahi laptop par pdf file sath main hi khulii haaa Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: ho ra
pos,"mera ye kheyal hy k payar ka ek year me ek den nhy balki ek sal k 364 dn hy manaye jain . velantine day manana kun log pesand nhy krti , payr to hr koe apni mother , father , sister , brother ., girl friend and boy friend se krta hy bt sb ka apna andaz hota hy so mari nazer me payr krna aur velantine day manana sahie hy","mera ye kheyal hy k payar ka ek year me ek den nhy balki ek sal k 364 dn hy manaye jain . velantine day manana kun log pesand nhy krti , payr to hr koe apni mother , father , sister , brother . , girl quaker and boy quaker southeastward krta hy bt sb ka apna andaz hota hy so mari nazer me payr krna aur velantine day manana sahie hy","mera ye kheyal hy k payar ka ek year me ek den nhy balki ek sal k 364 dn hy manaye jain . velantine day manana kun log pesand daylight nhy krti , payr to hr koe apni mother , father , sister , brother . , girl hour friend and boy friend se krta hy bt sb ka apna andaz hota hy so mari nazer me payr krna aur velantine day manana sahie hy","mera ye mari hy k payar ka ek year me ek den nhy balki ek sal k 364 dn hy manaye jain . velantine day manana kun log pesand nhy krti , payr to hr koe apni mother , hy , sister , brother . , girl friend and boy friend se krta hy bt sb ka apna andaz hota father so kheyal nazer me payr krna aur velantine day manana sahie hy","mera ye hy k ek year me ek den nhy balki ek sal k manaye jain . velantine manana kun log pesand nhy krti , payr to hr koe apni mother , father , sister , brother . , girl friend and boy friend krta hy bt sb ka apna andaz hota so mari nazer me payr krna aur velantine day manana sahie hy",k valium dushman hain Original: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: kisi kam ka nahe hai Paraphrase the following text in Roman Urdu: jo cpec pr shor dal rahay hain pak cat valium dushman hain Original: mera ye khey
pos,"mere bacchhi may you live a long , happy n healthy life . ameen","simple bacchhi may you live a long , happy n sizable life . ameen","mere bacchhi may you live a long , happy n subsist healthy hot life . ameen","mere bacchhi may life you a long , happy n healthy live . ameen","mere bacchhi may you live a long , happy n healthy life . ameen","kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: mere bacchhi may you live a long, happy n healthy life. Paraphrase: kisi kam ka nahe hai Original: mere bacchhi may you live a long, happy n healthy life."
pos,khuda na koi cheez fazool nai banai . subhan allah,khuda sodium koi cheez fazool nai banai . subhan allah,khuda atomic number 11 na koi cheez fazool nai banai . subhan allah,nai allah koi cheez fazool khuda banai . subhan na,khuda na koi cheez fazool nai banai . subhan allah,Paraphrase the following text in Roman Urdu: Original: jo cpec pr shor dal rahay hain pak k dushman hain Paraphrase: jo cpec praseodymium shor dal rahay hain pak cat valium dushman hain Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: khuda
neg,bohat he bora faisla tha zulqarnain haider ku saza deni chayea take koi be dobra hamari payare pakistan ka naam badnaam na kare,bohat he bora faisla tha zulqarnain haider ku saza deni chayea take koi glucinium dobra hamari payare pakistan ka naam badnaam atomic number 11 kare,bohat he bora faisla tha comprise zulqarnain haider ku atomic number 11 saza deni chayea take koi be dobra hamari payare pakistan ka naam badnaam na kare,bohat he bora faisla tha zulqarnain haider dobra saza deni chayea take koi badnaam ku hamari payare pakistan ka naam be na kare,bohat he bora tha zulqarnain haider ku saza deni take koi be dobra hamari payare pakistan ka badnaam na kare,kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: bohathe bora faisla tha zulqarnain haider ku saza deni chayea take koi be dobra hamari payare pakistan ka naam badnaam na kare Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka
neg,assalam u alaikum . yaar yeh jo wikileaks k naam say naya fitna news main in howa hai es ki hakeekat kuch b nahi america jab chahta hai koi darama kar k hamari sochon ko hamaray hi mulk ki taraf mor daita hai . to yaar hamaray hukmuran kasay hain yeh ham wikileaks say bohat behtar jantay hain hamaray sab hukmuran chor or na ehal hain or wikileaks ko achanak manzar e aam per q laya gaya ??? yeh who waja hai jo ham nahi jantay . or hamain politicians nahi insan k bachay government main chahye to mulk behtari ki janib barhay ga . ,assalam atomic number 92 alaikum . yaar yeh jo wikileaks k naam say naya fitna news main in howa hai es ki hakeekat kuch b nahi america jab chahta hai koi darama kar k hamari sochon ko hamaray hi mulk ki taraf mor daita hai . to yaar hamaray hukmuran kasay hain yeh ham wikileaks say bohat behtar jantay hain hamaray sab hukmuran chor or na ehal hain or wikileaks ko achanak manzar e aam per q laya gaya ? ? ? yeh who waja hai jo ham nahi jantay . or hamain pol nahi insan k bachay government main chahye to mulk behtari ki janib barhay ga .,assalam u alaikum . yaar yeh jo wikileaks k naam say naya fitna news main in howa hai es ki hakeekat kuch b nahi america jab chahta hai koi kayo darama kar k hamari sochon ko hamaray hi mulk ki taraf mor daita hai . to yaar hamaray hukmuran kasay hain yeh ham wikileaks say bohat behtar jantay hain hamaray sab hukmuran chor or na ehal hain or wikileaks ko achanak manzar e aam per q laya gaya ? ? ? yeh who waja hai jo ham nahi jantay . or hamain politicians nahi insan k bachay government due east main chahye to mulk behtari ki janib barhay ga .,assalam u alaikum . yaar yeh jo wikileaks k naam say naya fitna news main in howa hai es ki hakeekat kuch b nahi america jab chahta hai koi darama kar k hamari sochon ko hamaray hi mulk ki taraf mor hamain hai . to yaar hamaray hukmuran kasay hain yeh ham wikileaks say bohat behtar jantay hain hamaray sab hukmuran chor or na ehal hain or wikileaks ko achanak manzar ? aam per q laya gaya e ? ? yeh who waja hai jo ham nahi jantay . or daita politicians nahi insan k bachay government main chahye to mulk behtari ki janib barhay ga .,assalam u alaikum . yaar jo wikileaks naam say naya news in howa hai es ki kuch b nahi america jab chahta hai koi darama kar k hamari sochon ko hamaray hi mulk ki taraf mor daita hai . to yaar hamaray hukmuran kasay hain yeh ham wikileaks say bohat behtar jantay hain hamaray sab hukmuran chor or na ehal hain or wikileaks ko achanak manzar e aam per q laya gaya ? ? ? yeh who waja hai jo ham nahi jantay . or politicians nahi insan k bachay government chahye to mulk behtari ki janib barhay ga .,kisi kam ka nahe hai Paraphrase the following text in Roman Urdu: Original: jo cpec pr shor dal rahay hain pak k dushman hain Paraphrase the following text in Roman Urdu: Original: jo cpec praseodymium shor dal rahay hain pak cat valium dushman hain Paraphrase the following text in Roman Urdu: Original: kis
neg,"shahbaz sharif aaj kar gharida farooqi k saath bohat show ker raha ha, khair ho.","shahbaz sharif aaj kar gharida farooqi k saath bohat show k raha hour angle , khair ho .","shahbaz sharif aaj kar gharida farooqi k saath bohat show ker raha hour angle ha , khair ho . thousand","shahbaz sharif aaj kar gharida farooqi k saath bohat show , raha ha khair ker ho .","shahbaz sharif kar gharida farooqi saath bohat show raha ha , khair .","kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: shahbaz sharif aaj kar gharida farooqi k saath bohat show ker raha ha, khair ho. Paraphrase the following text in Roman Urdu: original: jo cpec pr shor dal rahay hain pak k dushman"
pos,bhai jan ap ki as post sy mjy bht zda hcking me madad mile ha :) ,bhai jan ap ch'i every bit post sy mjy bht zda hcking me madad mile ha : ),pine tree state bhai jan ap ki as post sy mjy bht zda maine hcking me madad mile ha : ),bhai jan ap as mjy post sy ki bht zda hcking me madad mile ha : ),bhai jan ap ki as sy mjy bht hcking me madad ha ),ka nahe hai Paraphrase the following text in Roman Urdu: original: jo cpec pr shor dal rahay hain pak k dushman hain Paraphrase the following text in Roman Urdu: Original: jo cpec pr shor dal rahay hain pak k dushman hain Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original
pos,bohat achay veri nice,bohat achay veri skillful,skillful bohat achay veri nice nice,veri achay nice bohat,bohat achay veri nice,Paraphrase the following text in Roman Urdu: Original: jo cpec pr shor dal rahay hain pak k dushman hain Paraphrase: jo cpec praseodymium shor dal rahay hain pak cat valium dushman hain Paraphrase: kisi kam ka nahe hai Original: bohat achay veri nice Paraphrase: kisi kam ka
pos,ma darkhawast kerta hon ka traines band hone se awam ko bohot mushkilat ka samna karna pare ga . traines bahal karo ta ka awam ko aasani ho aur sasti sawari mayasar ho,ma darkhawast kerta hon ka traines band hone southeast awam ko bohot mushkilat ka samna karna pare georgia . traines bahal karo ta ka awam ko aasani ho aur sasti sawari mayasar ho,ma darkhawast kerta hon ka dance band traines band hone se awam ko bohot mushkilat ka samna karna pare ga . traines bahal karo ta ka awam stria ko aasani ho aur sasti sawari mayasar ho,ma darkhawast kerta hon ka traines band hone karo awam ko ta mushkilat ka samna karna pare ga . traines bahal se bohot ka awam ko aasani ho aur sasti sawari mayasar ho,ma darkhawast kerta ka traines band hone awam ko bohot mushkilat ka samna karna pare ga . traines bahal ta ka awam ko aasani ho aur sasti sawari mayasar ho,ah paraphrase: kisi kam ka nahe hai Paraphrase the following text in Roman Urdu: Original: jo cpec pr shor dal rahay hain pak cat valium dushman hain Paraphrase: kisi kam ka nahe hai Paraphrase the following text in Roman Urdu: Original: jo cpec pr shor dal rahay hain pak cat valium dushman hain
neg,jo cpec pr shor dal rahay hain pak k dushman hain,jo cpec praseodymium shor dal rahay hain pak cat valium dushman hain,jo cpec pr shor dal rahay hain pak potassium k dushman k hain,jo cpec pr dushman dal hain hain pak k shor rahay,jo cpec pr shor dal hain pak k dushman hain,Paraphrase: kisi kam ka nahe hai Original: jo cpec pr shor dal rahay hain pak k dushman hain Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: jo cpec pr shor dal rahay hain pak cat valium dushman
neg,iqbal ham sharminda hein . aap ki chuti ke qatil zinda hein . ,iqbal overplay sharminda hein . aap qi chuti ke qatil zinda hein .,jambon iqbal ham sharminda hein . aap ki chuti ke qatil zinda ham actor hein .,iqbal ham . hein . aap ki chuti ke sharminda zinda hein qatil,iqbal ham . aap ki chuti qatil zinda hein .,Paraphrase the following text in Roman Urdu: Original: jo cpec pr shor dal rahay hain pak k dushman hain Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: iqbal ham sharminda hein. Paraphrase: kisi kam ka nahe hai Paraphrase:
pos,qmobile to bakwas ha rivo is best . ,qmobile to bakwas ha rivo make up topper .,qmobile to expert bakwas cost ha rivo is best .,. to ha bakwas rivo is best qmobile,qmobile to bakwas ha rivo best .,Paraphrase: kisi kam ka nahe hai Original: qmobile to bakwas ha rivo is best. Paraphrase: kisi kam ka nahe hai Original: qmobile to bakwas ha rivo is best. Paraphrase: kisi kam ka nahe hai Original: qmobile to bakwas ha rivo is best.
pos,jb tk hum apny aaqaa s . a . w . w ko apna hakim nh mane gye tb tk hum en parshneun sy nh nikal sakty . allah sy eltija ha k wo humin apny habib s . a . w . w k sath sachi or pak muhabbat ataa farmaay aameen,jb tk thrum apny aaqaa s . a . w . w ko apna hakim nh mane gye tb tk thrum en parshneun sy nh nikal sakty . allah sy eltija hour angle k wo humin apny habib s . a . w . w k sath sachi or pak muhabbat ataa farmaay aameen,jb tk hum apny aaqaa s . a . w . w ko apna hakim nh mane gye tb tk terbium hum en parshneun sy nh nikal sakty . allah sy eltija ha k wo humin apny habib s . a . w . w k sath sachi or pak muhabbat al faran ataa farmaay aameen,jb tk hum apny aaqaa s . a . w . w ko apna hakim nh mane gye tb tk hum en parshneun sy nh nikal k . allah sy eltija ha k humin wo apny habib s . a . w . w sakty sath sachi or pak muhabbat ataa farmaay aameen,tk hum apny aaqaa s . a . w . w ko apna hakim nh mane gye tb tk hum en parshneun sy nh nikal sakty . allah eltija ha k wo humin apny habib s . . w . w k sath sachi or pak muhabbat ataa farmaay aameen,Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: jo cpec pr shor dal rahay hain pak cat valium dushman hain Paraphrase: kisi kam ka nahe hai Original: jb tk hum apny aaqaa s. a. w. w ko apn
pos,bht zbrdst drama tha,bht zbrdst play tha,play dramatic play bht zbrdst drama tha,drama bht zbrdst tha,bht zbrdst drama tha,Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: bht zbrdst drama tha Paraphrase: kisi kam ka nahe hai Original: bht zbrdst drama tha Paraphrase: kisi kam ka nahe hai Original: bht zbrdst drama tha Paraphrase: kisi kam
pos,mjy yqeen ni aa rha k qmobile ny itna acha mobil bnaya h .. ye best h .... main samsung s5 user tha . ,mjy yqeen ni alcoholics anonymous rha k qmobile new york itna acha mobil bnaya h .. ye best h .... main samsung s5 user tha .,mjy yqeen ni aa briny rha k qmobile ny itna acha mobil planck's constant bnaya h .. ye best h .... main samsung s5 user tha .,mjy yqeen acha aa user k qmobile ny itna ni mobil bnaya h .. ye best h .... main samsung s5 rha tha .,mjy yqeen ni rha k qmobile ny itna acha mobil h .. ye best h main samsung s5 tha .,Paraphrase the following text in Roman Urdu: Original: jo cpec pr shor dal rahay hain pak k dushman hain Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: mjy yqeen ni aa rha k qmobile ny itna acha mobil bnaya h..
pos,oh lala jeetey isb ya quetta jeet hogi pakistan ki hi ;) # psl sari teams hi apni hen ;) ,ohio lala jeetey isb ya quetta jeet hogi pakistan ki hi ; ) # psl sari teams hi apni biddy ; ),oh lala jeetey isb ya quetta jeet hogi pakistan ki hi ; ) # psl sari saree teams hi apni hen sari ; ),oh lala quetta isb # jeetey jeet hogi pakistan ki hi ; ) ya psl sari teams hi apni hen ; ),oh lala jeetey isb ya quetta jeet hogi pakistan ki hi ; # psl sari teams hi apni hen ; ),kisi kam ka nahe hai Paraphrase the following text in Roman Urdu: Original: jo cpec pr shor dal rahay hain pak k dushman hain Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: oh lala jeetey isb ya quetta jeet hogi pakistan ki hi ;) #
pos,q ap ne mjse sekhna he kya electn jetne k lye,q ap cornhusker state mjse sekhna helium kya electn jetne k lye,q ap ne mjse atomic number 2 sekhna he kya electn jetne green k lye,q jetne mjse ne sekhna he kya electn ap k lye,q ap ne mjse sekhna he kya electn jetne k lye,Paraphrase the following text in Roman Urdu: original: jo cpec pr shor dal rahay hain pak k dushman hain Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: q ap ne mjse sekhnahe kya electn jetne k lye Paraphrase: kisi kam ka nahe hai
neg,but hamari qismat pata nahi kab jage gi ?? ,just hamari qismat pata nahi kab jage g.i. ? ?,gi but hamari g.i. qismat pata nahi kab jage gi ? ?,but gi qismat pata nahi ? jage hamari ? kab,but hamari qismat pata nahi kab jage gi ? ?,Paraphrase: kisi kam ka nahe hai Original: but hamari qismat pata nahi kab jage gi?? Paraphrase: kisi kam ka nahe hai Original: but hamari qismat pata nahi kab jage gi?? Paraphrase: kisi kam ka nahe hai Original: but hamari qismat pata nahi kab jage gi
pos,maine kosish ki ha un dostoo k liye jo adobe ma frame nahi bana saktey woh aik iss tareeqe se try kar saktey hain ainda phir hazir hoonga tab tak k liye ijazat allah hafiz,maine kosish ki hour angle un dostoo k liye jo adobe ma frame nahi bana saktey woh aik iss tareeqe atomic number 34 try kar saktey hain ainda phir hazir hoonga tab tak k liye ijazat allah hafiz,maine kosish ki ha un dostoo k liye jo old colony adobe ma frame nahi bana saktey woh aik iss tareeqe se try kar saktey hain ainda phir hazir hoonga tab tak k liye ijazat allah hafiz kb,maine kosish ki ha un dostoo k liye jo adobe bana frame nahi ma saktey woh aik iss tareeqe se try kar saktey hain hazir phir ainda hoonga tab tak k liye ijazat allah hafiz,maine ki ha un dostoo k liye jo adobe ma frame nahi bana saktey woh aik iss tareeqe se try kar saktey hain ainda phir hazir tab tak k liye ijazat allah hafiz,Paraphrase the following text in Roman Urdu: Original: jo cpec pr shor dal rahay hain pak k dushman hain Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: maine kosish ki ha un dostoo k liye jo adobe ma frame nahi bana saktey woh aik
neg,"pti ne waqee khof ka but tour dia ,, 2013 main jitney votes pti ko miley thaye 23 ko us se aadhey bhi nahi miley ,, hahahaha","pti ne waqee khof ka but tour dia , , 2013 chief jitney suffrage pti ko miley thaye 23 ko us se aadhey bhi nahi miley , , hahahaha","pti freelance ne waqee khof ka but tour dia , , 2013 main jitney votes independent pti ko miley thaye 23 ko us se aadhey bhi nahi miley , , hahahaha","pti ne waqee khof ka but tour dia , , 2013 main jitney miley pti ko , thaye 23 ko us se aadhey bhi nahi miley votes , hahahaha","pti ne waqee khof ka but tour dia , , main votes pti ko miley thaye 23 ko us se aadhey bhi nahi miley , hahahaha",Paraphrase the following text in Roman Urdu: Original: jo cpec pr shor dal rahay hain pak k dushman hain Paraphrase the following text in Roman Urdu: Original: jo cpec pr shor dal rahay hain pak cat valium dushman hain Paraphrase: kisi kam ka nahe hai Original: pti ne waqee khof ka
pos,he is javed sheikh ' son and his name is shehzad sheikh . to me shehzad sheikh is very handsome and good looking . he is doing fine and will improve his acting skills after acting in more dramas . ,he is javed sheikh ' son and his name is shehzad sheikh . to me shehzad sheikh is very handsome and good looking . he is behave fine and will improve his performing skills after performing in more dramas .,he is javed sheikh ' good-looking son and his name is shehzad sheikh . to me shehzad sheikh is very handsome maine and good looking . he is doing fine and will improve his acting skills after acting in more dramas .,he is javed sheikh and son ' his name is doing sheikh . to me shehzad sheikh is very handsome and good looking . he is shehzad fine and will improve his acting skills after acting in more dramas .,he is javed sheikh ' son and his name is shehzad sheikh . to me sheikh is very handsome and good looking . he is doing fine and improve his skills after acting in more dramas .,kisi kam ka nahe hai Paraphrase the following text in Roman Urdu: Original: jo cpec pr shor dal rahay hain pak k dushman hain Paraphrase: jo cpec praseodymium shor dal rahay hain pak cat valium dushman hain Paraphrase: kisi kam ka nahe hai Original: kisi kam ka nahe ha
pos,aj to team n dil khush kr dya,aj to team due north dil khush krypton dya,aj to team n dil police squad squad khush kr dya,team to aj n khush dil kr dya,aj to team n dil khush kr dya,Paraphrase the following text in Roman Urdu: original: jo cpec pr shor dal rahay hain pak k dushman hain Paraphrase: jo cpec praseodymium shor dal rahay hain pak cat valium dushman hain Paraphrase: kisi kam ka nahe hai Original: aj to team n dil khush kr dy
neg,is se kia hoga kutttey ki dum 100 saal baad bhi teerhi hi rahey gi pahley bhi kitney hi indian prime minister ne pakistan ka visit kia mager kuch nahi hua,is se kia hoga kutttey ki dum 100 saal baad bhi teerhi hi rahey gi pahley bhi kitney hi red indian prime minister ne pakistan ka call kia mager kuch nahi hua,is se kia hoga kutttey ki dum 100 saal g.i. baad bhi teerhi hi rahey chi gi pahley bhi kitney hi indian prime minister ne pakistan ka visit kia mager kuch nahi hua,is se kia hoga kutttey ki dum 100 saal baad ka teerhi hi rahey gi pahley kia kitney hi indian prime minister ne pakistan bhi visit bhi mager kuch nahi hua,is se kia hoga kutttey ki dum 100 saal bhi hi rahey gi pahley bhi kitney hi indian prime minister ne pakistan ka visit mager kuch nahi hua,kisi kam ka nahe hai Paraphrase the following text in Roman Urdu: original: jo cpec pr shor dal rahay hain pak cat valium dushman hain Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: is se kia hoga kutttey ki dum
neg,"yaar me ko duaae mughfrrt nhi aati , so behtr hay jb tk main usse yaad kron tum aatay rehna forum pe ......... jb yaad ho jaye tb beshak wafaat pa jana ................ ","yaar me knockout duaae mughfrrt nhi aati , so behtr hay jb tk main usse yaad kron tum aatay rehna forum pe ......... jb yaad ho jaye terabit beshak wafaat pa jana ................","yaar me ko duaae mughfrrt nhi aati , so behtr hay jb keystone state tk main usse yaad kron tum aatay rehna forum pe and then ......... jb yaad ho jaye tb beshak wafaat pa jana ................","yaar me tum duaae mughfrrt nhi aati , so behtr hay jb tk main usse yaad kron ko aatay rehna forum pe ................ jb yaad ho jaye tb beshak wafaat pa jana .........",yaar me ko duaae mughfrrt nhi aati so behtr hay jb tk main yaad kron tum aatay rehna forum ......... jb yaad ho tb beshak wafaat pa jana ................,"yaar me ko duaae mughfrrt nhi aati, so behtr hay jb tk main usse yaad kron tum aatay rehna forum pe......... jb yaad ho jaye tb beshak wafaat pa jana......... Paraphrase: kisi kam ka nahe"
neg,ohhhhhhhhhhh mera event sune ke lye kaha ta tyar ho ..... bohat ghamgeen ha . ,ohhhhhhhhhhh mera issue sune ke lye kaha ta tyar ho ..... bohat ghamgeen hour angle .,hour angle ohhhhhhhhhhh mera event sune ke lye kaha ta tyar ho ..... bohat ghamgeen hour angle ha .,mera ohhhhhhhhhhh event sune ke . kaha ta tyar ho ..... bohat ghamgeen ha lye,ohhhhhhhhhhh event sune lye kaha ta tyar ho ..... ghamgeen ha .,Paraphrase: kisi kam ka nahe hai Original: ohhhhhhhhhhhhhh mera event sune ke lye kaha ta tyar ho..... bohat ghamgeen ha. Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: ohhhhhhhhhhhhhhh mera event sune ke lye kaha ta
neg,paise zaya ,paisa zaya,paise paisa paisa zaya,paise zaya,paise zaya,Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Original: paise zaya Paraphrase: kisi kam ka nahe hai Original: paise zaya Paraphrase: kisi kam ka nahe hai Original: paise zaya Paraphrase: kisi kam ka nahe hai Paraphrase: kisi kam ka nahe hai Paraphrase: kisi
neg,"Generate a neg sentiment text in Roman Urdu.

Example: is se kia hoga kutttey ki dum 100 saal baad bhi teerhi hi rahey gi pahley bhi kitney hi indian prime minister ne pakistan ka visit kia mager kuch nahi hua

Example: but hamari qismat pata nahi kab jage gi?? 

New text:

Bhi lakhi ish-kam-ma-haan

A new text:

Bhi lakhi ish-kam-ma-haan

A new text:

Bhi lakhi ish-kam-ma-haan

A new text:

Bhi lakhi ish-kam-ma-haan

A new text:

Bhi lakhi ish-kam-ma-haan

A new text:

Bhi lakhi ish-kam-ma-haan

A new text:

Bhi lakhi ish-kam",,,,,
neg,"Generate a neg sentiment text in Roman Urdu.

Example: bhai mery demgh tu lasy ban geya ager kioy video ho tu share kary jaisy hackvilla par hai ya sacreen shot dy plz

Example:  @ anonymous urf shezad.. tum nay bhi to meri bohot izzat - afzaee ki thi aur mujhay bohot mayoos kiya tha.... jis direction main wo discussion jaa raha tha... ussay stop kerna hi behter tha.... main nay apnay comments delete kerdiye thay iss liye naam khud - ba - khud change hogya.... khair.... phir bhi.... tum mujhay achay insaan lagtay ho.... iss liye jawab day rahi hoon... main mardon say darti nahin hoon... lakin zayda ter ko to bohot na pasand kerti hoon. :) 

New text: mare nahin hai baht to bohot na - kara - kara uchay kay daray na... oda... kaya.... daray... oda... nahin hai... oda... lakin zayda ter ko to bohot na pasand kerti hoon... main mardon say darti nahin hai... oda... lakin zayda ter ko to bohot na pasand kerti hoon... main mardon say darti nahin hai... oda... lakin zayda ter ko to bohot na pasand kerti hoon... main mardon say darti n",,,,,
